claim,claim_label,topic,date_published,count,count2,focus,release
John Kasich said he won elections because women came out of their kitchens to vote for him.            ,450,politics,23-Feb-16,23,4.795831523,politics,23-Feb-16
"John Kasich said if women can't be trusted to ""keep their legs closed,"" then they are unfit to choose abortion.            ",150,fake_news,16-Dec-16,2,1.414213562,fake_news,16-Dec-16
John Kerry made disparaging remarks after viewing Ronald Reagan's casket as the former president's body lay in repose at his presidential library.            ,150,political_news,28-Jul-04,1,1,political_news,28-Jul-04
"John Kerry suggested that the media cover acts of terrorism less often, and perhaps people might not ""know what's going on.""            ",750,politics,31-Aug-16,1,1,politics,31-Aug-16
John McCain admitted that he was a 'war criminal' and was pardoned by President Nixon for his crimes.            ,150,political_news,5-Aug-08,8,2.828427125,political_news,5-Aug-08
"John Wayne (or one of the characters he portrayed) said, ""Life is hard; it's even harder when you're stupid.""",150,questionable_quotes,4-May-15,4,2,questionable_quotes,4-May-15
John Wayne once said that the taking of land from Native Americans was justifiable because they were 'selfishly trying to keep it for themselves.'            ,750,questionable_quotes,2-May-15,1,1,questionable_quotes,2-May-15
"John Wayne said that he believed in white supremacy during an interview with ""Playboy"" magazine.",750,politics,26-Jan-17,4,2,politics,26-Jan-17
Johnny Carson made a risquÃ© remark to a starlet who appeared on the Tonight Show with a cat on her lap.            ,150,entertainment,19-Dec-16,1,1,entertainment,19-Dec-16
Joint Chiefs of Staff Chairman Joseph Dunford announced his retirement with a fiery political resignation speech.,150,military,18-Apr-16,2,1.414213562,military,18-Apr-16
"Jordan's King Abdullah II murdered his wife, Queen Rania.            ",150,fake_news,27-Jun-16,4,2,fake_news,27-Jun-16
"Joseph Stalin said some version of ""It's not the people who vote that count, it's the people who count the votes.""            ",450,questionable_quotes,14-Oct-16,8,2.828427125,questionable_quotes,14-Oct-16
"Joyce Meyer died ""shortly after taking ill"" in October 2016.            ",150,fake_news,6-Oct-16,6,2.449489743,fake_news,6-Oct-16
Justin Trudeau has freed from prison and expunged the record of every convicted marijuana user in Canada.,150,fake_news,18-Jul-16,1,1,fake_news,18-Jul-16
Katy Perry was taken from the Grammys in handcuffs after threatening President Trump.,150,fake_news,15-Feb-17,6,2.449489743,fake_news,15-Feb-17
Kay Jewelers regularly replaces diamonds with fakes or inferior stones during service and maintenance appointments.            ,300,business,14-Mar-17,3,1.732050808,business,14-Mar-17
Keanu Reeves lamented the objectification of women in an uncharacteristic way.            ,150,questionable_quotes,8-Mar-16,6,2.449489743,questionable_quotes,8-Mar-16
"Keanu Reeves overcame a series of tragic events in his life, before and after becoming a wealthy movie star.            ",600,glurge_gallery,14-Dec-16,10,3.16227766,glurge_gallery,14-Dec-16
Keanu Reeves posted a message on his personal Facebook page about the difficulties he has overcome in life.            ,150,politics,21-Nov-15,3,1.732050808,politics,21-Nov-15
Kellogg's is adding traces of peanut flour to its products.            ,450,food,10-May-16,10,3.16227766,food,10-May-16
Kellyanne Conway punched a man while breaking up a fight at an inauguration ball.,150,politics,25-Jan-17,2,1.414213562,politics,25-Jan-17
"KellyAnne Conway said that being labelled racist is a small price to pay for making the country ""great again.""",150,fake_news,30-Jan-17,2,1.414213562,fake_news,30-Jan-17
Kendrick Lamar bought and publicly destroyed the gun used by George Zimmerman to kill Trayvon Martin.            ,150,fake_news,16-May-16,2,1.414213562,fake_news,16-May-16
"Kentucky county clerk Kim Davis was seated amongst several same-sex couples at 2016's ""State of the Union"" address.            ",150,fake_news,13-Jan-16,2,1.414213562,fake_news,13-Jan-16
Kentucky police shot a white coal miner after mistaking him for a black man.,150,fake_news,13-Oct-16,2,1.414213562,fake_news,13-Oct-16
"Keurig coffee maker users are at risk because the machines are prone to growth of mold, algae, and bacteria.            ",450,food,21-Nov-14,3,1.732050808,food,21-Nov-14
KFC and McDonald's are giving away free lifetime passes to Facebook users who like and share a post.            ,150,inboxer_rebellion,24-Jan-16,1,1,inboxer_rebellion,24-Jan-16
"Khizr Kahn's law firm received a $375,000 wire transfer from the Clinton Foundation after he spoke at the Democratic National Convention.",150,politics,6-Aug-16,2,1.414213562,politics,6-Aug-16
"Kid Rock interrupted a Hillary Clinton event at the Democratic National Convention by shouting ""Vote Donald Trump.""",150,fake_news,29-Jul-16,2,1.414213562,fake_news,29-Jul-16
"Kid Rock was photographed wearing a t-shirt featuring an electoral map in which blue states are labeled ""Dumbfuckistan.""            ",150,fauxtography,18-Nov-16,4,2,fauxtography,18-Nov-16
Kim Kardashian is replacing Tarji P. Henson in the role of Cookie on the television drama 'Empire.',150,fake_news,29-May-16,4,2,fake_news,29-May-16
"Kim Kardashian wore a coat made from ""South Russian Ovcharka dogs"" to Kanye West's fashion show.            ",150,inboxer_rebellion,16-Feb-16,4,2,inboxer_rebellion,16-Feb-16
Kinking an electrical wire stops electricity flow like kinking a garden hose stops water.,150,science,26-Aug-16,3,1.732050808,science,26-Aug-16
Kissing bugs in the U.S. have been found to carry a disease-causing parasite.            ,750,critter_country,11-Nov-14,13,3.605551275,critter_country,11-Nov-14
Krispy Kreme is giving free doughnuts to anyone who talks or dresses like a pirate on 19 September 2016.,750,food,1-Sep-16,5,2.236067977,food,1-Sep-16
"KT McFarland, Trump's pick for his national security team, outed her gay brother as he was dying from AIDS.",150,politics,29-Nov-16,1,1,politics,29-Nov-16
Kurt Cobain endorsed Donald Trump in 1993.            ,150,politics,2-Aug-16,1,1,politics,2-Aug-16
Lady Gaga's halftime performance at the 2017 Super Bowl took the form of a Satanic ritual.,150,entertainment,13-Feb-17,21,4.582575695,entertainment,13-Feb-17
Landmarks all over the world were bathed in purple light to honor Prince after his death in April 2016.            ,450,fauxtography,26-Apr-16,11,3.31662479,fauxtography,26-Apr-16
"Large corporations routinely take out ""dead peasant"" insurance policies on low-level employees to be paid out as executive bonuses.            ",450,business,18-Mar-05,4,2,business,18-Mar-05
"Lawmakers ""slipped"" the repeal of county of origin labeling for meat into the December 2015 Omnibus Appropriations Bill.            ",450,food,31-Dec-15,14,3.741657387,food,31-Dec-15
Lawmakers in Illinois proposed a bill to prevent single mothers from obtaining birth certificates for their children.            ,450,politics,25-Feb-16,11,3.31662479,politics,25-Feb-16
Leah Remini found out during a phone prank Ellen DeGeneres' show that her husband was cheating on her.            ,150,entertainment,19-Dec-14,1,1,entertainment,19-Dec-14
Leaked DNC e-mails from May 2016 reveal a plot to contrive fake stories about Donald Trump groping women.            ,150,politics,15-Oct-16,4,2,politics,15-Oct-16
Leaked medical records document that Hillary Clinton exhibits signs of dementia and serious illness.            ,150,fauxtography,10-Aug-16,4,2,fauxtography,10-Aug-16
"Leaked medical records, combined with viral images and videos, prove that Hillary Clinton is suffering from subcortical vascular dementia and has only one year to live.            ",150,politics,12-Sep-16,11,3.31662479,politics,12-Sep-16
"Leaked transcripts from Goldman Sachs speeches document that Hillary Clinton described progressive voters as a ""bucket of losers.""            ",150,fauxtography,8-Oct-16,14,3.741657387,fauxtography,8-Oct-16
"Led by President Obama, the United Nations ordered the U.S. to pay reparations to African Americans for slavery.",150,politics,21-Dec-16,3,1.732050808,politics,21-Dec-16
"Left-handed people are now eligible for disability benefits under the ""Justice for Dexterously Challenged Act.""            ",150,fake_news,27-Jan-16,1,1,fake_news,27-Jan-16
Left-handed people die younger than right-handed people.,150,medical,8-Mar-17,8,2.828427125,medical,8-Mar-17
Leftover campaign funds are being used to give out $10 worth of free gas when you swipe your driver's license at the pump.            ,150,fauxtography,23-Apr-16,2,1.414213562,fauxtography,23-Apr-16
Legislation introduced by Republicans during President Trump's first two months in office included bills to: terminate the Environmental Protection Agency; redistribute federal school funding via voucher programs; terminate the Dept. of Education; repeal a wildlife protection rule; repeal the Affordable Care Act; defund Planned Parenthood; establish a national right-to-work law; strip federal funds from sanctuary cities; criminalize abortion; and place new sanctions on Iran.,600,politics,7-Mar-17,22,4.69041576,politics,7-Mar-17
Leonardo DiCaprio endorsed Republican presidential nominee Donald Trump on Twitter.            ,150,fake_news,30-Sep-16,6,2.449489743,fake_news,30-Sep-16
"Leonardo DiCaprio is moving to Woodstock, Illinois.",150,fake_news,1-Mar-16,1,1,fake_news,1-Mar-16
Lester Holt broke the rules during the first presidential debate of 2016 by wearing an earpiece.            ,300,politics,28-Sep-16,2,1.414213562,politics,28-Sep-16
Letter from airline pilot describes a flight on which the remains of a fallen U.S. soldier were carried.            ,750,political_news,2-Dec-02,5,2.236067977,political_news,2-Dec-02
Letter to the editor advocates moving a â€œDeer Crossingâ€ sign to a road with less traffic.            ,450,humor,4-Jun-12,4,2,humor,4-Jun-12
Levi Strauss clothing stores have banned all guns.,300,politics,1-Dec-16,4,2,politics,1-Dec-16
"Levi's jeans' famous ""two horse"" logo represents a slave's being killed.            ",150,viral_phenomena,9-Feb-16,3,1.732050808,viral_phenomena,9-Feb-16
"Liberals want to change the name of Cracker Barrel to ""Caucasian Barrel"" because otherwise it's racist.            ",150,controversy,21-Sep-16,9,3,controversy,21-Sep-16
Liberals were offended by a World War I memorial and demanded it be torn down.            ,450,politics,9-Dec-16,13,3.605551275,politics,9-Dec-16
"Libertarian presidential candidate Gary Johnson said ""guns can be made full auto by removing the firing pins.""",300,politics,14-Sep-16,7,2.645751311,politics,14-Sep-16
Life expectancy in the United States is now lower because of Obamacare.            ,150,medical,3-Nov-16,13,3.605551275,medical,3-Nov-16
Lindsey Graham badmouthed the Republican Party after suspending his 2016 presidential campaign.,150,fake_news,22-Dec-15,1,1,fake_news,22-Dec-15
Liquor and wine are illegal in the U.S. unless they are radioactive.,150,legal_affairs,23-Dec-16,7,2.645751311,legal_affairs,23-Dec-16
"List of double entrendres collects ""the top nine comments made by NBC sports commentators during the Summer Olympics.""            ",150,humor,1-Sep-04,1,1,humor,1-Sep-04
List reproduces various statements made by Hillary Clinton.            ,450,political_news,5-Mar-07,5,2.236067977,political_news,5-Mar-07
Listing provides statistics about the number and costs of illegal aliens in Los Angeles County.            ,450,political_news,3-May-06,12,3.464101615,political_news,3-May-06
Locks of Love sells most donated hair for profit and charges ailing children exorbitant amounts for wigs.            ,300,business,3-Mar-15,3,1.732050808,business,3-Mar-15
"London's Muslim Mayor Sadiq Khan banned images of ""sexy"" women because they're offensive to Islam.            ",300,political_news,14-Jun-16,8,2.828427125,political_news,14-Jun-16
London's new mayor Sadiq Khan threatened Donald Trump with terror attacks if the candidate's proposed anti-Islam proposals were implemented.            ,300,politics,12-May-16,7,2.645751311,politics,12-May-16
"Longtime Fox News anchor Shepard Smith has been fired for being ""too controversial.""            ",150,fake_news,9-Mar-17,1,1,fake_news,9-Mar-17
Looking for a gap between an object and its reflection is a way to distinguish two-way mirrors from ordinary mirrors.            ,600,crime,25-Jun-99,1,1,crime,25-Jun-99
"Lord of the Flies author William Golding once said that women are ""far superior [to men] and always have been.""            ",750,questionable_quotes,25-May-16,1,1,questionable_quotes,25-May-16
Lunar eclipses happen only during full moons.,750,science,9-Feb-17,4,2,science,9-Feb-17
"Luxottica controls 80 percent of eyewear brands, several major optometry chains, and the second-largest vision care insurer.            ",450,business,20-Sep-16,13,3.605551275,business,20-Sep-16
